genus	CON1	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON2	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON28	CON29	CON3	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON4	CON40	CON5	CON6	CON7	CON8	CON9	GA1	GA10	GA11	GA12	GA13	GA14	GA16	GA17	GA18	GA19	GA2	GA20	GA21	GA3	GA4	GA5	GA6	GA7	GA8	GA9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC21	NC22	NC3	NC4	NC5	NC6	NC7	NC8	NC9	qiu_HUA1	qiu_HUA10	qiu_HUA11	qiu_HUA12	qiu_HUA13	qiu_HUA14	qiu_HUA15	qiu_HUA16	qiu_HUA17	qiu_HUA18	qiu_HUA19	qiu_HUA2	qiu_HUA20	qiu_HUA21	qiu_HUA22	qiu_HUA23	qiu_HUA24	qiu_HUA25	qiu_HUA26	qiu_HUA27	qiu_HUA28	qiu_HUA29	qiu_HUA3	qiu_HUA30	qiu_HUA31	qiu_HUA32	qiu_HUA33	qiu_HUA34	qiu_HUA35	qiu_HUA36	qiu_HUA37	qiu_HUA38	qiu_HUA39	qiu_HUA4	qiu_HUA40	qiu_HUA41	qiu_HUA42	qiu_HUA43	qiu_HUA44	qiu_HUA45	qiu_HUA46	qiu_HUA47	qiu_HUA48	qiu_HUA49	qiu_HUA5	qiu_HUA50	qiu_HUA51	qiu_HUA52	qiu_HUA53	qiu_HUA54	qiu_HUA55	qiu_HUA56	qiu_HUA57	qiu_HUA58	qiu_HUA59	qiu_HUA6	qiu_HUA60	qiu_HUA61	qiu_HUA62	qiu_HUA63	qiu_HUA64	qiu_HUA65	qiu_HUA7	qiu_HUA8	qiu_HUA9	zhang_HUA1	zhang_HUA10	zhang_HUA11	zhang_HUA12	zhang_HUA13	zhang_HUA14	zhang_HUA15	zhang_HUA16	zhang_HUA17	zhang_HUA18	zhang_HUA19	zhang_HUA2	zhang_HUA20	zhang_HUA21	zhang_HUA3	zhang_HUA4	zhang_HUA5	zhang_HUA6	zhang_HUA7	zhang_HUA8	zhang_HUA9	SRR9592437	SRR9592438	SRR9592439	SRR9592440	SRR9592441	SRR9592442	SRR9592443	SRR9592444	SRR9592445	SRR9592446	SRR9592447	SRR9592448	SRR9592449	SRR9592450	SRR9592451	SRR9592452	SRR9592453	SRR9592454	SRR9592455	SRR9592456	SRR9592457	SRR9592458	SRR9592459	SRR9592460	SRR9592461	SRR9592462	SRR9592463	SRR9592464	SRR9592465	SRR9592466	SRR9592467	SRR9592468	SRR9592469	SRR9592470	SRR9592471	SRR9592472	SRR9592473	SRR9592474	SRR9592475	SRR9592476	SRR9592477	SRR9592478	SRR9592479	SRR9592481	SRR9592482	SRR9592607	SRR9592608	SRR9592609	SRR9592610	SRR9592611	SRR9592612	SRR9592613	SRR9592614	SRR9592615	SRR9592616	SRR9595012	SRR9595013	SRR9595014	SRR9595015	SRR9595016	SRR9595017	SRR9595018	SRR9595019	SRR15462451	SRR15462452	SRR15462453	SRR15462459	SRR15462470	SRR15462481	SRR15462490	SRR15462491	SRR15462492	SRR15462493	SRR15462494	SRR15462495	SRR15462496	SRR15462497	SRR15462498	SRR15462499	SRR15462500	SRR15462501	SRR15462502	SRR15462503	SRR15462504	SRR15462505	SRR15462506	SRR15462507	SRR15462508	SRR15462509	SRR15462510	SRR15462511	SRR15462512	SRR15462513	SRR15462514	SRR15462515	SRR21068189	SRR21068190	SRR21068191	SRR21068192	SRR21068193	SRR21068194	SRR21068196	SRR21068197	SRR21068198	SRR21068199	SRR21068200	SRR21068201	SRR21068202	SRR21068203	SRR21068204	SRR21068205	SRR21068207	SRR21068208	SRR21068209	SRR21068210	SRR21068211	SRR21068212	SRR21068213	SRR21068214	SRR21068215	SRR21068216	SRR21068218	SRR21068219	SRR21068220	SRR21068221	SRR21068222	SRR21068223	SRR21068224	SRR21068225	SRR21068226	SRR21068227	SRR21068228	SRR21068229	SRR21068230	SRR21068257	SRR21068258	SRR21068259	SRR21068260	SRR21068261	SRR21068262	SRR21068263	SRR21068264	SRR21068265	SRR21068266	SRR21068268	SRR21068269	SRR21068270	SRR21068271	SRR21068272	SRR21068273	SRR21068274	SRR21068275	SRR21068276	SRR21068277	SRR21068279	SRR21068280	SRR21068281	SRR21068282	SRR21068283	SRR21068284	SRR21068285	SRR21068286	SRR21068287	SRR21068288	SRR21068312	SRR21068313	SRR21068314	SRR21068315	SRR21068316	SRR21068317	SRR21068318	SRR21068319	SRR21068322	SRR21068323	SRR21068324	SRR21068325	SRR21068326	SRR21068327	SRR21068328	SRR21068329	SRR21068330	SRR21068331	SRR21068333	SRR21068334	SRR21068335	SRR21068336	SRR21068337	SRR21068338	SRR21068339	SRR21068340	SRR21068341	SRR21068342	SRR21068344	SRR21068345	SRR21068346	SRR21068347	SRR21068348	SRR21068349	SRR21068350	SRR21068351	SRR21068352	SRR21068353
g__Lachnospira	596	1498	362	2433	0	0	10	38	2062	3024	310	1150	0	0	12981	0	632	1291	0	149	2528	24	6	9609	280	27	730	0	650	463	56	369	311	0	111	10	88	32	410	0	56	0	8	51	130	54	56	0	56	0	56	0	109	18	56	27	32	0	111	0	32	49	0	635	0	0	887	27	0	0	158	0	0	0	16	2010	0	48	313	1887	56	56	150	670	21	100	464	407	0	130	55	53	670	29	39	3984	10962	6424	5309	0	9	136	11633	185	31593	2047	24161	341	5176	0	0	354	16158	5783	3230	282	5585	729	0	2584	0	1575	32	14412	6799	437	6316	619	1456	16314	5457	100	109	303	0	529	29	74360	3709	853	1747	0	8869	8	379	3207	229	11	0	6548	1533	611	0	0	112	31306	1399	0	182	0	0	603	644	0	6776	47	1410	649	637	2445	40	0	619	0	7092	0	2779	0	0	0	164	46	109	198	265	0	45	32	27	10	0	52	0	0	5	0	0	574	387	276	364	371	32	49	56	10	32	0	0	0	27	0	111	130	129	5	14	730	0	0	142	213	0	39	0	31	621	306	0	559	592	320	1299	0	230	811	161	0	153	349	539	162	0	116	672	655	266	1932	1458	1216	353	675	219	1428	313	1080	909	0	307	312	216	120	120	120	120	2393	120	120	120	120	120	6776	7092	120	120	120	120	2996	120	120	2170	2445	120	6776	120	120	13948	120	120	120	120	120	120	120	2272	120	3105	806	120	6776	120	120	120	120	120	120	13948	120	11047	1758	120	120	120	2093	2779	2996	120	10688	729	925	681	113	113	818	113	113	113	2659	113	113	3207	113	1640	113	1510	113	758	1200	113	113	113	113	113	113	2316	113	505	437	624	113	5175	113	672	113	113	113	113	380	681	113	624	113	1954	655	113	113	113	624
g__Lachnospiraceae_FCS020_group	28	0	6	52	18	0	0	0	0	492	75	0	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	13	24	0	0	0	0	0	0	0	80	46	0	0	0	0	31	0	0	11	0	0	124	0	16	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0	1	0	0	39	102	0	0	0	80	28	15	0	13	0	0	0	5	153	0	41	0	0	15	2	0	20	6	9	0	18	0	0	65	0	14	0	12	25	13	0	0	0	0	51	0	0	31	40	6	2	17	0	53	57	0	36	14	0	3	28	0	20	15	0	4	0	78	8	30	0	3	103	11	0	0	0	0	750	421	141	0	0	33	68	0	39	249	27	0	0	20	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	20	0	0	0	0	0	81	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	65	19	0	0	0	0	0	0	0	0	0	51	0	31	0	68	14	109	190	38	0	0	614	0	34	0	0	0	12	42	0	0	0	27	12	0	0	0	0	0	0	0	28	6	18	0	20	0	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	390	0	15	30	52	0	3	62	40	77	6	15	121	0	0	0	0	18	0	0	20
g__Lachnospiraceae_ND3007_group	0	14	0	58	0	0	15	23	0	463	433	267	167	143	0	51	0	304	0	0	0	218	120	0	103	0	72	28	0	94	0	0	70	0	157	0	3	0	28	0	303	0	34	0	0	23	13	0	282	0	0	0	0	0	0	0	260	0	18	0	50	0	0	0	2	425	16	0	0	30	82	0	0	14	56	0	0	0	0	0	0	114	160	0	71	0	247	6	47	303	0	26	78	0	0	447	260	669	597	37	0	221	0	0	147	39	1334	137	177	0	0	936	0	363	0	370	425	505	0	20	0	0	226	1568	8	1013	251	387	6	72	1982	358	0	20	345	0	0	55	1683	832	71	20	99	72	13	174	64	132	33	13	262	111	0	0	148	0	80	309	0	0	105	283	100	5	120	145	56	14	0	0	0	0	143	33	0	0	0	0	12	0	0	0	57	0	0	0	0	34	0	0	0	28	0	0	0	45	0	0	433	257	46	120	0	0	0	24	49	0	303	0	13	0	80	71	22	0	28	126	0	3	15	14	0	40	19	0	0	121	0	24	0	0	0	0	0	0	0	0	49	25	0	0	0	0	21	115	0	0	0	241	135	21	0	0	258	21	0	0	0	0	58	433	345	7	7	7	7	7	7	7	7	433	7	433	469	7	7	401	7	7	172	7	401	7	7	7	7	7	7	7	7	125	7	7	7	7	7	125	7	7	7	274	7	7	7	7	7	7	478	433	7	478	7	274	7	7	7	7	9	9	9	9	9	9	9	262	9	110	146	133	9	9	146	9	9	9	174	243	9	9	9	9	9	9	76	451	62	76	62	9	348	206	62	9	260	9	132	9	9	133	176	9	99	9	9	9	122	9
g__Lachnospiraceae_NK4A136_group	21	0	189	126	0	0	581	666	0	3626	1405	0	75	0	0	36	0	0	0	0	0	322	30	0	0	0	30	0	0	0	0	0	660	0	20	0	0	0	0	151	0	0	20	0	0	0	0	0	571	0	0	0	0	0	0	0	326	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	139	582	0	11	0	0	0	64	649	0	21	0	0	0	4	709	327	0	0	0	0	729	90	950	591	0	0	38	220	0	989	50	681	24	771	0	0	617	0	214	152	70	143	62	0	0	179	45	89	1148	107	68	2433	975	24	44	6	710	282	187	560	30	0	94	753	6529	118	4	6	51	0	581	104	92	42	5	72	25	0	0	30	0	69	299	71	88	397	946	3626	0	402	1271	0	498	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	249	35	35	41	27	181	420	0	0	111	670	47	0	0	113	539	357	0	0	38	383	258	688	1148	0	107	386	378	415	40	0	26	0	0	0	0	32	46	975	116	0	0	0	38	728	0	405	248	663	0	0	35	93	358	35	0	0	416	0	68	12	0	169	521	0	0	2374	28	30	0	628	0	0	0	116	0	0	946	2	0	28	0	0	0	0	0	28	0	0	8	0	716	0	0	762	0	8	0	91	0	381	4822	0	39	0	167	0	0	992	2	67	258	0	210	0	588	0	410	47	0	23	367	1213	39	545	106	0	125	0	2433	78	0	315	0	0	0	0	107	0
g__Lachnospiraceae_UCG-001	468	0	0	351	0	0	0	0	0	2110	101	1059	0	0	0	18	0	0	0	0	0	0	0	0	333	0	0	0	0	10	0	183	1028	8	1646	0	361	43	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	471	0	42	46	0	520	0	0	157	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3896	0	3100	0	117	0	0	23	0	0	131	0	426	309	0	0	0	0	0	2361	0	37	0	0	0	1645	0	0	0	0	17	0	0	0	706	0	0	0	86	0	0	0	30	0	0	0	28	65	0	0	0	0	82	0	0	0	0	21	226	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	33	0	0	0	0	0	0	66	11	0	0	0	0	0	0	0	0	0	0	0	0	85	0	149	41	0	0	0	0	55	0	4	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	40	0	0	0	0	0	0	13	0	0	0	0	75	0	11	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
g__Lachnospiraceae_UCG-003	279	0	0	0	0	0	0	0	0	14679	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3198	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	226	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnospiraceae_UCG-004	72	64	93	60	0	0	0	0	241	1059	233	122	87	211	0	159	261	0	29	381	0	0	233	120	402	0	258	0	258	100	166	46	43	0	67	53	61	0	146	0	0	0	57	43	0	67	176	43	50	0	0	54	0	0	38	66	0	0	0	38	0	25	58	61	268	0	0	174	1036	0	0	0	0	0	0	121	116	0	0	125	59	59	140	232	43	39	197	54	0	73	16	51	98	44	0	441	1344	981	1653	371	0	147	810	1512	448	615	948	1390	1116	0	2073	2740	2005	1044	1296	375	890	2114	0	763	0	484	369	174	159	1784	368	275	1617	658	3613	674	857	415	76	357	214	571	217	645	374	89	192	515	152	515	294	699	47	51	209	152	314	0	1183	146	121	564	1015	0	918	200	71	94	269	32	121	286	244	370	120	0	1059	102	0	0	0	0	39	0	63	133	29	53	0	229	0	45	0	0	0	118	0	0	0	0	0	162	0	0	207	146	85	0	0	67	43	258	53	113	0	0	60	20	67	49	94	0	0	0	98	402	0	60	0	0	233	101	0	21	87	0	157	0	74	126	0	0	111	50	233	105	0	0	78	44	0	0	0	378	62	123	0	46	63	109	53	95	34	0	0	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	1059	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	1059	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	1221	305	305	305	305	305	305	1685	305	305	305	305	305	305	305	305	305	305	2050	305	305	305	305	305	305	305	305	1328	305	305	305	305	1390	305	305	305	305	305	305	305	305	305	305	305	1858	1582	305	305	305	305
g__Lachnospiraceae_UCG-008	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	18	0	0	0	0	30	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0
g__Lachnospiraceae_UCG-010	10	0	0	970	0	0	0	0	71	0	706	0	2457	66	0	1705	0	514	0	250	0	765	90	156	4	0	0	0	0	0	0	0	42	0	43	631	305	41	41	0	2501	0	0	0	0	0	26	44	0	0	0	0	0	0	0	0	0	0	0	0	3	8	85	34	58	0	241	1200	0	0	0	0	0	0	0	0	0	100	0	43	0	40	2501	0	606	0	39	61	0	108	32	0	0	0	0	856	11170	102	193	0	0	132	38	24	750	146	3779	8	978	303	0	3818	47	41	0	927	971	2394	0	375	4	408	2835	842	221	1116	1293	1654	1311	138	1724	207	1522	194	964	12	4328	135	920	651	76	1530	0	8	62	937	1200	2440	165	88	194	122	0	0	2909	184	1612	597	1212	26	300	706	882	4	0	2457	0	0	58	132	187	0	0	100	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	107	0	0	24	0	0	0	0	41	830	0	0	29	0	0	0	0	0	100	0	0	0	29	0	300	47	41	209	0	0	40	0	77	69	329	0	0	146	687	182	69	0	0	0	137	16	100	99	63	55	110	134	85	69	0	41	2457	1144	882	1129	312	26	26	26	26	26	2414	26	592	26	26	706	2457	2457	26	1144	26	26	592	26	26	26	26	26	26	26	26	26	26	26	1129	882	26	26	2457	26	26	26	2457	706	26	1129	26	26	26	26	26	26	26	26	26	26	1654	32	32	218	32	32	32	32	165	32	32	32	32	1704	32	32	32	182	32	32	946	32	32	32	32	32	32	32	32	32	193	32	32	194	287	973	32	32	32	32	32	32	767	32	470	971	142	32	32	136	32
g__Lactobacillus	1	1	1	1088	1	53	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	168	1	12	1	1	26	1	1	1	1	1	33	1	24	1	1	15	1	1	130	23	1	18	1	1	18	1	1	1	1	1	1	2446	134	1	1	1	1	0	11	1548	0	46	0	0	0	283	0	0	15	0	23	0	0	86	0	0	0	0	0	0	0	0	11	284	0	0	4	0	0	0	66	0	0	39	180	848	0	7	15	673	0	0	0	0	0	0	0	0	0	9	0	0	5	272	0	0	0	0	0	0	0	0	0	13	34	0	0	200	0	0	0	1533	6	4	0	0	0	0	0	0	0	0	0	0	0	13	8	89	0	4	1318	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	160	0	42	0	0	0	0	0	0	23	0	0	16	0	0	0	0	24	57	1491	0	0	0	26	23	7	0	2368	0	0	0	0	18	0	0	0	168	0	130	0	0	0	0	3386	0	51	0	0	0	0	12	0	0	0	0	0	0	0	0	90	0	0	0	616	0	0	28	0	50	0	17	12	0	0	0	0	0	0	0	0	0	0	0	42	0	6	0	0	0	0	1078	272	1	0	12	0	0	61	0	0	42	0	17	0	0	0	0	0	0	0	0	0	7	38	0	0	0	0	24	102	0	4	50	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	42	0	6	58	16	0	0	3353	0	370	0	0	1995	0	0	0	0	0	0	0	712	0	0	0	8	0	0	197	1318	0	0	0	0	0	0	0	30	0	0	0	0	0	11	0	0	36	0
g__Lactococcus	0	0	7	0	0	0	5	25	0	0	97	0	0	0	72	38	0	0	0	0	0	0	1226	0	14	0	0	0	0	1859	0	0	42	0	0	0	137	20	0	0	6	0	0	0	0	0	0	118	0	0	0	0	0	0	59	0	0	0	0	0	1	0	0	3	3	3	3	342	3	3	3	3	3	3	3	3	3	3	3	342	2	2	2	2	2	2	2	2	2	2	2	2	2	118	665	0	10	0	0	0	17	5	0	21	0	100	0	0	0	0	0	9313	0	0	0	144	36	9	0	121	26	6	17	0	0	0	0	0	0	0	0	6	14	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	4	0	0	0	0	51	40	79	0	0	7	139	0	1339	78	0	0	73	0	20	0	31	6	0	112	0	55	18	0	0	0	0	0	0	0	1476	2514	0	118	0	169	0	0	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	1	1	1	1	1	1	76	112	1	1	1	1	30	1	1	1	30	1	1	1	1105	73	1	1	20	1	1	1	1	1	1	80	1	30	64	40	1	1	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	239	1	1	1	1	1	54	1	1	1	1	1	1	1666	1	1	1	1	144	1	1	1	1	1	1	1	1	1	1	1	1	1
g__Megamonas	0	13406	2298	0	86	2	20710	3422	2709	125	535	969	35	28274	0	281	0	86	103841	12	0	2	0	0	0	0	0	0	0	0	0	436	253	239	0	0	101	35	137	0	0	0	0	0	0	17012	0	0	0	0	0	481	222	0	0	308	170	12	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	3448	2302	2749	0	18215	0	7821	330	0	0	0	4	54	22	4	20160	556	0	117	0	0	212	26525	9	48	4	5	10	0	0	4	25	3	4	0	0	22528	3	19074	8	0	28107	8	0	0	0	0	8	8278	32086	17	16	0	1551	3499	33111	20482	0	40	0	5405	1242	19	0	11	9237	12	91542	786	6	3333	33162	5	0	0	13	3668	0	4781	3	5	5	1721	7	78906	0	10	38850	10	781	144029	0	422	11014	0	3005	0	0	2709	0	431	11433	0	3360	111	3184	0	0	0	5798	410	0	0	11	0	0	0	0	0	9518	0	2299	619	0	0	0	23	0	0	0	222	144	1033	0	0	56	0	0	0	481	123	0	0	0	1272	0	2287	0	0	0	281	0	0	0	0	0	13	2310	1550	36	72	0	2308	3483	0	0	0	3710	5478	11	34	1582	1656	13	80	0	2601	1094	0	1533	0	1972	0	1125	6227	8580	0	39	765	765	11292	765	765	765	765	765	15659	20985	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	19885	20985	765	765	765	765	765	765	765	765	144029	765	765	765	765	765	765	765	765	765	32975	765	765	765	765	11014	144029	20801	556	556	556	23504	556	28107	556	556	556	556	556	556	556	556	556	33111	556	556	556	44602	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556	556
g__Megasphaera	0	15525	0	0	0	0	8134	5667	0	0	0	0	0	0	0	0	4	0	0	0	1220	0	402	29	0	78	0	0	0	0	28277	36	7	0	0	0	0	0	0	20	0	0	0	626	10	143	0	0	0	2	83	83	5369	0	0	0	0	16	30	0	27	0	0	0	0	312	0	0	0	0	3	0	0	0	0	0	0	0	60	12	0	0	0	0	0	19293	20	49	0	0	741	125	2088	0	8	0	23	6	0	25	416	100210	5	105642	45	2846	477	0	7	7	7848	32	94	699	0	12	0	44	13640	228	142	0	0	0	1002	10120	0	438	12	34740	5	19731	14	4784	3152	0	0	0	0	0	0	6343	0	6646	0	0	0	0	3689	7675	0	1330	0	11679	7	27699	24	0	0	0	0	4	18082	0	0	12373	0	0	0	0	128	0	0	0	0	0	0	0	0	29	0	459	0	0	0	0	0	0	0	366	0	0	0	12	0	0	0	0	0	0	0	0	167	0	7	0	4594	0	0	30	0	83	17	24	0	11	70	1086	0	607	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	0	0	0	0	18	29	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1821	0	9521	0	0	0	11482	0	0	16	0	0	0	0	0	0	0	0	0	0	18082	0	15822	0	0	0	5455	7440	4790	0	0	0	0	0	0	16	0	0	0	0	0	0	0	30	0	0	536	19	431	1	445	26364	30	1	1	14	1	1	34	1	1	6425	1	1	2244	1	1	1	1	1	1	3189	1	1	1	1	228	1	152	25	1	1	1	13738	1	1	829	1	19731	70	119	1	1	1	1	1	1	1
g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	5	93	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	0	0	0	6	0	0	12	0	0	0	0	6	0	0	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	89	13	0	0	0	0	0	0	0	0	0	0	46	0	7	55	204	0	0	0	0	0	0	0	0	0	0	0	0	0	83	232	194	0	0	0	0	16	0	14	0	0	0	68	0	0	25	38	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	55	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	3	0	0	45	0	0	0	0	0	0	0	0	0	0
